,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Direction,Dataset
13,PRC2 methylates histones and DNA Homo sapiens R-HSA-212300,1/40,0.02178654888216798,1.0,0,0,45.45454545454545,173.93011469901603,HIST2H2BE,down,Reactome
14,Condensation of Prophase Chromosomes Homo sapiens R-HSA-2299718,1/41,0.022325642342211446,1.0,0,0,44.345898004434595,168.603963649933,HIST2H2BE,down,Reactome
15,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression Homo sapiens R-HSA-427389,1/43,0.02340301917551725,1.0,0,0,42.283298097251574,158.76914335503946,HIST2H2BE,down,Reactome
16,Nonhomologous End-Joining (NHEJ) Homo sapiens R-HSA-5693571,1/52,0.028237872395663863,1.0,0,0,34.96503496503497,124.72346885637036,HIST2H2BE,down,Reactome
17,Deposition of new CENPA-containing nucleosomes at the centromere Homo sapiens R-HSA-606279,1/52,0.028237872395663863,1.0,0,0,34.96503496503497,124.72346885637036,HIST2H2BE,down,Reactome
18,Nucleosome assembly Homo sapiens R-HSA-774815,1/52,0.028237872395663863,1.0,0,0,34.96503496503497,124.72346885637036,HIST2H2BE,down,Reactome
19,Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823,1/53,0.028773732993623582,1.0,0,0,34.30531732418525,121.72529526045805,PRPF19,down,Reactome
20,Meiotic recombination Homo sapiens R-HSA-912446,1/54,0.029309324971107782,1.0,0,0,33.670033670033675,118.85015337350148,HIST2H2BE,down,Reactome
21,Meiotic synapsis Homo sapiens R-HSA-1221632,1/57,0.03091449038178541,1.0,0,0,31.897926634768734,110.89410719630452,HIST2H2BE,down,Reactome
22,RNA Polymerase I Chain Elongation Homo sapiens R-HSA-73777,1/57,0.03091449038178541,1.0,0,0,31.897926634768734,110.89410719630452,HIST2H2BE,down,Reactome
23,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks Homo sapiens R-HSA-5693565,1/58,0.031449009079719786,1.0,0,0,31.34796238244514,108.44475875019188,HIST2H2BE,down,Reactome
24,Formation of the beta-catenin:TCF transactivating complex Homo sapiens R-HSA-201722,1/58,0.031449009079719786,1.0,0,0,31.34796238244514,108.44475875019188,HIST2H2BE,down,Reactome
25,B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924,1/58,0.031449009079719786,1.0,0,0,31.34796238244514,108.44475875019188,HIST2H2BE,down,Reactome
26,DNA Double Strand Break Response Homo sapiens R-HSA-5693606,1/59,0.031983259760384464,1.0,0,0,30.816640986132512,106.08760078742485,HIST2H2BE,down,Reactome
27,DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586,1/59,0.031983259760384464,1.0,0,0,30.816640986132512,106.08760078742485,HIST2H2BE,down,Reactome
28,Telomere Maintenance Homo sapiens R-HSA-157579,1/59,0.031983259760384464,1.0,0,0,30.816640986132512,106.08760078742485,HIST2H2BE,down,Reactome
29,RHO GTPases activate PKNs Homo sapiens R-HSA-5625740,1/60,0.032517242545820016,1.0,0,0,30.3030303030303,103.81772092307816,HIST2H2BE,down,Reactome
30,HDACs deacetylate histones Homo sapiens R-HSA-3214815,1/60,0.032517242545820016,1.0,0,0,30.3030303030303,103.81772092307816,HIST2H2BE,down,Reactome
31,Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210,1/62,0.03358440490598319,1.0,0,0,29.325513196480934,99.52180233026488,PRPF19,down,Reactome
32,Dual incision in TC-NER Homo sapiens R-HSA-6782135,1/63,0.034117584722214066,1.0,0,0,28.860028860028855,97.4875136105938,PRPF19,down,Reactome
33,COPII (Coat Protein 2) Mediated Vesicle Transport Homo sapiens R-HSA-204005,1/68,0.0367794749552908,1.0,0,0,26.7379679144385,88.31057045950347,CNIH2,down,Reactome
34,Amyloid fiber formation Homo sapiens R-HSA-977225,1/68,0.0367794749552908,1.0,0,0,26.7379679144385,88.31057045950347,HIST2H2BE,down,Reactome
35,Transcriptional regulation by small RNAs Homo sapiens R-HSA-5578749,1/72,0.03890418375818435,1.0,0,0,25.25252525252525,81.98619905345255,HIST2H2BE,down,Reactome
36,Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913,1/73,0.03943469482153839,1.0,0,0,24.906600249066,80.52576017269782,HIST2H2BE,down,Reactome
37,NoRC negatively regulates rRNA expression Homo sapiens R-HSA-427413,1/73,0.03943469482153839,1.0,0,0,24.906600249066,80.52576017269782,HIST2H2BE,down,Reactome
38,Transcription-Coupled Nucleotide Excision Repair (TC-NER) Homo sapiens R-HSA-6781827,1/76,0.041024631208246766,1.0,0,0,23.923444976076556,76.40149836090508,PRPF19,down,Reactome
39,Negative epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250941,1/76,0.041024631208246766,1.0,0,0,23.923444976076556,76.40149836090508,HIST2H2BE,down,Reactome
40,RNA Polymerase I Promoter Clearance Homo sapiens R-HSA-73854,1/76,0.041024631208246766,1.0,0,0,23.923444976076556,76.40149836090508,HIST2H2BE,down,Reactome
41,Senescence-Associated Secretory Phenotype (SASP) Homo sapiens R-HSA-2559582,1/77,0.0415540781399269,1.0,0,0,23.612750885478157,75.10648435226321,HIST2H2BE,down,Reactome
42,G2/M DNA damage checkpoint Homo sapiens R-HSA-69473,1/78,0.04208325933054256,1.0,0,0,23.310023310023308,73.84860741208578,HIST2H2BE,down,Reactome
43,RNA Polymerase I Transcription Homo sapiens R-HSA-73864,1/79,0.04261217490903927,1.0,0,0,23.014959723820482,72.62635835562412,HIST2H2BE,down,Reactome
44,Regulation of insulin secretion Homo sapiens R-HSA-422356,1/80,0.04314082499469826,1.0,0,0,22.72727272727273,71.43830714872377,SYT5,down,Reactome
45,Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607,1/81,0.043669209702019214,1.0,0,0,22.446689113355774,70.28309783824933,HIST2H2BE,down,Reactome
46,Meiosis Homo sapiens R-HSA-1500620,1/85,0.0457800971719973,1.0,0,0,21.390374331550802,65.96590036093572,HIST2H2BE,down,Reactome
47,Chromosome Maintenance Homo sapiens R-HSA-73886,1/86,0.04630715680061324,1.0,0,0,21.141649048625787,64.95684472110096,HIST2H2BE,down,Reactome
48,Activation of anterior HOX genes in hindbrain development during early embryogenesis Homo sapiens R-HSA-5617472,1/89,0.04788674820170976,1.0,0,0,20.42900919305413,62.082052468603145,HIST2H2BE,down,Reactome
49,Activation of HOX genes during differentiation Homo sapiens R-HSA-5619507,1/89,0.04788674820170976,1.0,0,0,20.42900919305413,62.082052468603145,HIST2H2BE,down,Reactome
50,Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580,1/91,0.048938487444328285,1.0,0,0,19.980019980019986,60.28353901643958,HIST2H2BE,down,Reactome
51,Gene Silencing by RNA Homo sapiens R-HSA-211000,1/101,0.05418135902506024,1.0,0,0,18.001800180018,52.48277874204786,HIST2H2BE,down,Reactome
52,HATs acetylate histones Homo sapiens R-HSA-3214847,1/107,0.05731445654280469,1.0,0,0,16.992353440951568,48.5845775938267,HIST2H2BE,down,Reactome
53,Mitotic Prophase Homo sapiens R-HSA-68875,1/107,0.05731445654280469,1.0,0,0,16.992353440951568,48.5845775938267,HIST2H2BE,down,Reactome
54,Nucleotide Excision Repair Homo sapiens R-HSA-5696398,1/108,0.057835721217223385,1.0,0,0,16.835016835016837,47.98230101106203,PRPF19,down,Reactome
55,Integration of energy metabolism Homo sapiens R-HSA-163685,1/110,0.05887746455604018,1.0,0,0,16.528925619834713,46.814824242929475,SYT5,down,Reactome
56,HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA) Homo sapiens R-HSA-5693567,1/112,0.05991816068709738,1.0,0,0,16.233766233766232,45.69440968161597,HIST2H2BE,down,Reactome
57,Epigenetic regulation of gene expression Homo sapiens R-HSA-212165,1/115,0.06147724341022344,1.0,0,0,15.810276679841895,44.09625610270589,HIST2H2BE,down,Reactome
58,"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription Homo sapiens R-HSA-504046",1/116,0.06199641507314463,1.0,0,0,15.67398119122257,43.584305909242325,HIST2H2BE,down,Reactome
59,Homology Directed Repair Homo sapiens R-HSA-5693538,1/118,0.06303397522541687,1.0,0,0,15.408320493066256,42.58985221359758,HIST2H2BE,down,Reactome
60,ER to Golgi Anterograde Transport Homo sapiens R-HSA-199977,1/131,0.0697527247352707,1.0,0,0,13.879250520471894,36.95765155778898,CNIH2,down,Reactome
61,mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163,1/134,0.07129697211276262,1.0,0,0,13.568521031207595,35.83312644946137,PRPF19,down,Reactome
62,mRNA Splicing Homo sapiens R-HSA-72172,1/144,0.07642764774151524,1.0,0,0,12.626262626262625,32.46730766211502,PRPF19,down,Reactome
63,DNA Double-Strand Break Repair Homo sapiens R-HSA-5693532,1/145,0.0769392954545684,1.0,0,0,12.539184952978056,32.159730893742555,HIST2H2BE,down,Reactome
64,G2/M Checkpoints Homo sapiens R-HSA-69481,1/150,0.07949367100398377,1.0,0,0,12.12121212121212,30.691852975802163,HIST2H2BE,down,Reactome
65,Cellular Senescence Homo sapiens R-HSA-2559583,1/161,0.08509069246445834,1.0,0,0,11.293054771315642,27.826511814001456,HIST2H2BE,down,Reactome
66,Transport to the Golgi and subsequent modification Homo sapiens R-HSA-948021,1/162,0.08559797531574136,1.0,0,0,11.223344556677887,27.588031974945704,CNIH2,down,Reactome
67,Cell Cycle Checkpoints Homo sapiens R-HSA-69620,1/182,0.09569008743413483,1.0,0,0,9.990009990009993,23.442962691993827,HIST2H2BE,down,Reactome
68,Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203,1/193,0.101197485556128,1.0,0,0,9.420631182289213,21.579664330859785,PRPF19,down,Reactome
69,TCF dependent signaling in response to WNT Homo sapiens R-HSA-201681,1/199,0.10418865221778634,1.0,0,0,9.136592051164914,20.66287856969705,HIST2H2BE,down,Reactome
70,Chromatin organization Homo sapiens R-HSA-4839726,1/226,0.117537237046427,1.0,0,0,8.045052292839904,17.224457639341892,HIST2H2BE,down,Reactome
71,Chromatin modifying enzymes Homo sapiens R-HSA-3247509,1/226,0.117537237046427,1.0,0,0,8.045052292839904,17.224457639341892,HIST2H2BE,down,Reactome
72,Asparagine N-linked glycosylation Homo sapiens R-HSA-446203,1/259,0.13360649851899148,1.0,0,0,7.020007020007019,14.130265899988336,CNIH2,down,Reactome
73,M Phase Homo sapiens R-HSA-68886,1/268,0.1379426117806564,1.0,0,0,6.784260515603799,13.439060630795142,HIST2H2BE,down,Reactome
74,Signal Transduction Homo sapiens R-HSA-162582,3/2465,0.1450285484897144,1.0,0,0,2.212797344643186,4.272523702316355,NOXA1;EPN1;HIST2H2BE,down,Reactome
75,Signaling by Wnt Homo sapiens R-HSA-195721,1/295,0.1508328504724236,1.0,0,0,6.163328197226503,11.65844687706126,HIST2H2BE,down,Reactome
76,Signaling by EGFR Homo sapiens R-HSA-177929,1/355,0.17885276479325368,1.0,0,0,5.1216389244558265,8.815325760153588,EPN1,down,Reactome
77,Cellular responses to stress Homo sapiens R-HSA-2262752,1/367,0.18435484026174914,1.0,0,0,4.954173891503591,8.376977452660071,HIST2H2BE,down,Reactome
78,Membrane Trafficking Homo sapiens R-HSA-199991,1/420,0.20825702947155306,1.0,0,0,4.329004329004329,6.792130924413117,CNIH2,down,Reactome
79,Gene Expression Homo sapiens R-HSA-74160,2/1631,0.2245343818746232,1.0,0,0,2.2295301265258343,3.3303080873170243,PRPF19;HIST2H2BE,down,Reactome
80,"Cell Cycle, Mitotic Homo sapiens R-HSA-69278",1/462,0.2267441708902177,1.0,0,0,3.9354584809130264,5.839956306678281,HIST2H2BE,down,Reactome
81,Vesicle-mediated transport Homo sapiens R-HSA-5653656,1/492,0.2397080537363025,1.0,0,0,3.695491500369549,5.278394452596469,CNIH2,down,Reactome
82,Post-translational protein modification Homo sapiens R-HSA-597592,1/521,0.25205167542219986,1.0,0,0,3.489792357354737,4.809356661293601,CNIH2,down,Reactome
83,Cell Cycle Homo sapiens R-HSA-1640170,1/566,0.2708452362996239,1.0,0,0,3.2123353678124,4.19597720847448,HIST2H2BE,down,Reactome
84,Developmental Biology Homo sapiens R-HSA-1266738,1/786,0.3566946137536628,1.0,0,0,2.313208420078649,2.384629393812885,HIST2H2BE,down,Reactome
85,Metabolism Homo sapiens R-HSA-1430728,1/1908,0.6681838834716249,1.0,0,0,0.952925481227368,0.3842118054778799,SYT5,down,Reactome
